id,dominio,titulo,autor,anio,pais,genero,tema,tipo,fuente,url,urls,verificado,puede_alojarse,piezas,nota_editorial,notas
256,Literatura,La Araucana,Alonso de Ercilla,1589,España,Poesía,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/la-araucana-tinta-y-datos.pdf,,True,si,Dedicatoria de la primera parte | Canto I | Canto II | Canto III | Canto IV | Canto V | Canto VI | Canto VII | Canto VIII | Canto IX | Canto X | Canto XI | Canto XII | Canto XIII | Canto XIV | Canto XV | Dedicatoria de la segunda parte | Al lector | Canto XVI | Canto XVII | Canto XVIII | Canto XIX | Canto XX | Canto XXI | Canto XXII | Canto XXIII | Canto XXIV | Canto XXV | Canto XXVI | Canto XXVII | Canto XXVIII | Canto XXIX | Dedicatoria de la tercera parte | Canto XXX | Canto XXXI | Canto XXXII | Canto XXXIII | Canto XXXIV | Canto XXXV | Canto XXXVI | Canto XXXVII,"Poema épico publicado en tres partes entre 1569 y 1589 sobre la guerra de Arauco, en la que el propio Ercilla participó como soldado. Cada canto se abre con su argumento en prosa, tal como en el original, seguido de las octavas reales. Se conserva la ortografía de la edición de referencia: «á», «fué», «vitoria».","Edición propia Tinta y Datos: 43 poemas, 21147 versos."
257,Literatura,Cuentos,Joaquín Díaz Garcés,1900-1920,Chile,Cuento,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/cuentos-diaz-garces-tinta-y-datos.pdf,,True,si,De pillo a pillo | Director de veraneo | El contemplativo | El cura de Romeral | El maestro Tin-tin | El más bruto de los héroes | El tránsito del demonio | Huevos importados | Incendiario | Juan Neira | La cafetera rusa | La gitana redentora | La sandía | Los dos patios | Maestros de barrio | Matrimonio con príncipe | Psicología del intruso | Rubia... | Un siglo en una noche,Reúne los diecinueve relatos que la fuente publica también por separado. Díaz Garcés firmaba como «Ángel Pino».,"Edición propia Tinta y Datos: 19 capítulos, 914 párrafos."
258,Literatura,Campos de Castilla,Antonio Machado,1912,España,Poesía,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/campos-de-castilla-tinta-y-datos.pdf,,True,si,"Campos de Castilla | I. Retrato | II. A orillas del Duero | III. Por tierras de España | IV. El hospicio | V. El dios íbero | VI. Orillas del Duero | VII. Las encinas | VIII. Caminos | IX. En abril, las aguas mil | XI. Un loco | XI. Fantasía iconográfica | XII. Un criminal | XIII. Amanecer de otoño | XIV. El tren | XV. Noche de verano | XVI. Pascua de resurrección | XVII. Campos de Soria | La tierra de Alvargonzález | XVIII. La tierra de Alvargonzález | XIX. A un olmo seco | XX. Recuerdos | XXI. Al maestro Azorín por su libro Castilla | XXII. Caminos | XXIII | XXIV | XXV | XXVI | XXVII | XXVIII | XXIX | XXX. A José María Palacio | XXXI. Otro viaje | XXXI (bis). Adiós | XXXII. Poema de un día | XXXIII. Noviembre 1913 | XXXIV. La saeta | XXXV. Del pasado efímero | XXXVI. Los olivos | XXXVII. Llanto de las virtudes y coplas por la muerte de don Guido | XXXVIII. La mujer manchega | XXXIX. El mañana efímero | XL. Proverbios y cantares | XLI. Parábolas | XLII. Mi bufón | Elogios | XLIII. A don Francisco Giner de los Ríos | XLIV. Al joven meditador José Ortega y Gasset | LV. A Xavier Valcarce | LVI. Mariposa de la sierra | LVII. Desde mi rincón | LVIII. Una España joven | LIX. España, en paz | LX. Esta leyenda en sabio romance campesino | LXI. Al maestro Rubén Darío | LVII. A la muerte de Rubén Darío | LVIII. A Narciso Alonso Cortés, poeta de Castilla | LIX. Mis poetas | LX. A don Miguel de Unamuno | LXI. A Juan Ramón Jiménez",,"Edición propia Tinta y Datos: 60 poemas, 3569 versos."
259,Literatura,Cantos de Vida y Esperanza,Rubén Darío,1905,Nicaragua,Poesía,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/cantos-de-vida-y-esperanza-tinta-y-datos.pdf,,True,si,,,"Edición propia Tinta y Datos: 63 poemas, 1831 versos."
260,Literatura,Recuerdos de Provincia,Domingo Faustino Sarmiento,1850,Argentina,Memoria/Crónica,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/recuerdos-de-provincia-tinta-y-datos.pdf,,True,si,A mis compatriotas solamente | I. Las palmas | II. Juan Eugenio de Mallea | III. Los huarpes | IV. Los hijos | V. Mallea | VI. Los Sayavedras | VII. Los albarracines | VIII. Los Oros | IX. Fray Justo de Santa María de Oro | X. Domingo de Oro | XI. El historiador Funes | XII. El Obispo de Cuyo | XIII. La historia de mi madre | XIV. El hogar paterno | XV. Mi educación | XVI. La vida pública | XVII. Chile | XVIII. Diarios y publicaciones periódicas | XIX. Folletos | XX. Biografías | XXI. Libros | XXII. Traducciones | XXIII. Casas de educación,,"Edición propia Tinta y Datos: 24 capítulos, 427 párrafos."
261,Literatura,Capítulos que se le Olvidaron a Cervantes,Juan Montalvo,1895,Ecuador,Novela,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/capitulos-que-se-le-olvidaron-a-cervantes-tinta-y-datos.pdf,,True,si,"Prólogo. El buscapié | I. De la penitencia que a imitación de Beltenebros principió y no concluyó nuestro buen caballero don Quijote | II. Del encuentro que don Quijote de la Mancha tuvo con Urganda la desconocida | III. De la manera como don Quijote de la Mancha hizo suya una aventura de otro famoso caballero | IV. De la grande aventura de los tres penitentes, y otras de menos suposición | V. Donde se ve si devotos se quedan con los agravios que reciben, y se da cuenta de cómo don Quijote embistió a una legión que él tuvo por de mala ralea | VI. Donde se da cuenta del ágape que honró con su presencia don Quijote de la Mancha | VII. Donde continúa el festín del cura, dado con la ocasión que ya sabemos | VIII. Donde se descubre la ingeniosa manera de que el cura usó para dar un banquete sin que le costase un maravedí y se trata de Sancho Panza y la revuelta en que se vio metido muy a pesar suyo | IX. Que trata de cosas varias e interesantes por sí mismas, y todavía más por la parte que en ellas tomó don Quijote de la Mancha | X. Del encuentro que tuvo don Quijote con un poderoso enemigo, y de los trabajos que a esta aventura sucedieron | XI. De la temerosa aventura de la cautiva encadenada | XII. De la grande aventura del puente de Mantible que nuestro buen caballero se propuso acometer y concluir en un verbo | XIII. Que trata de la maravillosa ascensión de don Quijote y del palacio encantado donde imaginó hallar a su señora Dulcinea | XIV. De la entrevista que el enamorado don Quijote creyó haber tenido con su dama | XV. De la conversación que caballero y escudero iban sosteniendo mientras caminaban | XVI. De la casi aventura que casi tuvo don Quijote ocasionada por un viejo de los ramplones de su tiempo | XVII. Donde se ve si don Quijote era más discreto que un obispo, hasta cuando llegaba el instante de ser loco | XVIII. De la grande aventura del globo encantado en que venía la mágica Zirfea | XIX. Donde se da cuenta de cosas que sólo para Sancho Panza concluyeron como aventura | XX. Donde nuestro caballero se muestra muy juicioso, hasta cuando la aventura en que gana el cuerno encantado de Astolfo le hace mostrarse más loco que nunca | XXI. Que trata de lo que no sabrá el lector antes de que hubiese leído este capítulo | XXII. Que da a conocer la casa adonde fue a parar don Quijote después de la aventura en que ganó el cuerno de Astolfo | XXIII. Donde se sigue a don Quijote hasta la casa que él tuvo por castillo | XXIV. Donde se dan a conocer algunas de las personas con quienes tenía que habérselas don Quijote en casa de don Prudencio Santiváñez | XXV. De cómo entró en conversación nuestro caballero con los señores del castillo | XXVI. De lo que trataron Sancho Panza y el intendente del castillo | XXVII. De lo que pasó entre Sancho Panza y la viuda que en este capítulo se presenta | XXVIII. De los razonamientos que los dueños de casa y su huésped iban anudando, mientras Sancho Panza hacia lo que sabemos | XXIX. Del ímpetu de coraje que tuvo don Quijote al saber lo que a su vez sabrá el que leyere este capítulo | XXX. De las lamentaciones que hizo nuestro buen caballero don Quijote y de las temerosas razones en que se declaró su resentimiento | XXXI. De la desventura del bueno de Sancho Panza y los reproches que hizo a su señor, con la vehemente respuesta de este fogoso caballero | XXXII. Que trata del santo hombre de ermitaño que don Quijote encontró en el cerro, con lo cual su aventura iba a ser de las más acabadas | XXXIII. De la notable contienda del bravo don Quijote con el caballero del águila, y de otras cosas no menos interesantes que divertidas | XXXIV. Del alborozo que nuestro enamorado caballero sintió al topar de manos a boca con su dama | XXXV. Donde se da cuenta del grave asunto que trataron algunos de los personajes de esta historia | XXXVI. Donde se enumeran los caballeros que han de concurrir al torneo de don Alejo de Mayorga en honra de las damas | XXXVII. De la batalla nocturna que el invencible don Quijote estuvo a punto de perder y no ganó del todo | XXXVIII. Del grave, raro e inesperado suceso que le fue revelado a nuestro buen caballero don Quijote de la Mancha | XXXIX. De cómo se armó para el torneo el famoso caballero de la Mancha | XL. Donde se da cuenta del famoso torneo del castillo | XLI. De las razones y las contradicciones que amo y criado tuvieron después de la batalla | XLII. Donde se da cuenta del baile de Doña Engracia de Borja, y se delinean algunas de las damas que a él concurrieron | XLIII. Donde se prosigue la materia del capítulo anterior | XLIV. De la despedida que de los señores del castillo hizo nuestro aventurero | XLV. De lo que les sucedió a don Quijote y Sancho Panza, mientras andaban descaminados por Sierra Morena | XLVI. Qué fue lo que don Quijote y su escudero hallaron al salir de un bosque | Comentario | XLVII. Donde se ve si le faltaban aventuras al bravo don Quijote | XLVIII. De lo que pasó entre amo y criado, y de quiénes eran los señores que toparon con don Quijote | XLIX. De cómo rodó la conversación en el festín campestre | L. Que muestra hasta dónde podían llegar y llegaron el atrevimiento y la locura de don Quijote | LI. Que trata de cosas del bachiller Sansón Carrasco | LII. De la llegada de don Quijote al castillo del señor de Montugtusa | LIII. De cómo salió el maestro Peluca en la representación de su comedia | LIV. De lo que sucedió entre las cuatro paredes del aposento de los huéspedes | LV. Donde se da a conocer el desconocido y cuenta su lamentable aventura | LVI. De la nunca vista ni oída batalla que de poder a poder se dieron el genuino y el falso don Quijote | LVII. De las razones que mediaron entre don Quijote y su criado, hasta cuando al primero se le ofreció hacer una aventura muy ridícula de dos notables sucesos antiguos | LVIII. Capítulo de los menos parecidos a los de Cide Hamete Benengeli | LIX. Que trata de la última aventura que le sucedió a nuestro buen caballero don Quijote | LX. Donde el historiador da fin a su atrevido empeño, no de hombrearse con el inmortal Cervantes, ni de imitarle siquiera, sino de suplir, con profundo respeto, lo que a él se le fue por alto",,"Edición propia Tinta y Datos: 62 capítulos, 2429 párrafos."
262,Literatura,El Tungsteno,César Vallejo,1931,Perú,Novela,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/el-tungsteno-tinta-y-datos.pdf,,True,si,,,"Edición propia Tinta y Datos: 3 capítulos, 990 párrafos."
263,Literatura,Paco Yunque,César Vallejo,1931,Perú,Cuento,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/paco-yunque-tinta-y-datos.pdf,,True,si,,,"Edición propia Tinta y Datos: 1 capítulos, 275 párrafos."
264,Literatura,Abel Sánchez,Miguel de Unamuno,1917,España,Novela,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/abel-sanchez-tinta-y-datos.pdf,,True,si,,,"Edición propia Tinta y Datos: 1 capítulos, 1309 párrafos."
265,Literatura,Cuentos Morales,"Leopoldo Alas ""Clarín""",1896,España,Cuento,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/cuentos-morales-tinta-y-datos.pdf,,True,si,"Prólogo | El cura de vericueto | Boroña | La conversión de Chiripa | El número uno | Para vicios | El dúo de la tos | Vario | La imperfecta casada | Un grabado | El torso | Cristales | Don Urbano | El frío del Papa | León Benavides | El Quin | La Noche-mala del Diablo | Ordalías | Viaje redondo | La trampa | Don Patricio o el premio gordo en Melilla | El sustituto | El señor Isla | Snob | «Flirtation» legítima | La tara, Pasillo cómico | González Bribón | La Reina Margarita | El caballero de la mesa redonda",,"Edición propia Tinta y Datos: 29 capítulos, 1349 párrafos."
266,Literatura,Tradiciones peruanas (segunda serie),Ricardo Palma,1874,Perú,Cuento,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/tradiciones-peruanas-ii-tinta-y-datos.pdf,,True,si,"Carta tónico-biliosa a una amiga | Los caballeros de la capa | Una carta de indias | La muerte del factor | Las orejas del alcalde | Un pronóstico cumplido | El Peje chico | La monja de la llave | Las querellas de Santo Toribio | Los malditos | El virrey de los milagros | El tamborcito del pirata | Los duendes del Cuzco | De potencia a potencia | Los polvos de la condesa | Una vida por una honra | El encapuchado | Un virrey hereje y un campanero bellaco | La desolación de Castrovirreina | El justicia mayor de Laycacota | ¡Beba, padre, que le da la vida!... | Racimo de horca | La emplazada | Cortar el revesino | Amor de madre | Un proceso contra Dios | La fundación de Santa Liberata | Muerte en vida | Pepe Bandos | Lucas el sacrílego | Un virrey y un arzobispo | Rudamente, pulidamente, mañosamente | El resucitado | El corregidor de Tinta | La gatita de Mari-Ramos que halaga con la cola y araña con las manos | Pancho Sales el verdugo | ¡A la cárcel todo Cristo! | Nadie se muere hasta que Dios quiere | El virrey de la adivinanza | ¡¡Buena laya de fraile!! | Con días y ollas venceremos | Pan, queso y raspadura | El fraile y la monja del Callao","Segunda de las diez series de tradiciones que Ricardo Palma publicó entre 1872 y 1910. Tinta y Datos edita por separado las tres primeras, que son las disponibles en la fuente.","Edición propia Tinta y Datos: 43 capítulos, 2330 párrafos."
267,Literatura,Tradiciones peruanas (tercera serie),Ricardo Palma,1875,Perú,Cuento,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/tradiciones-peruanas-iii-tinta-y-datos.pdf,,True,si,"Cháchara | La gruta de las maravillas | La achirana del Inca | Por beber en copa de oro | Carta canta | Una excomunión famosa | Aceituna, una | Oficiosidad no agradecida | La endemoniada | Puesto en el burro... aguantar los azotes | Esquive vivir en Quive | El cáliz de Santo Toribio | Una aventura del virrey-poeta | Los azulejos de San Francisco | ¡A iglesia me llamo! | El caballero de la Virgen | Al hombre por la palabra | Traslado a Judas | No hay mal que por bien no venga | Después de Dios, Quirós | Los apóstoles y la Magdalena | Cada uno manda en su casa | El alma de fray Venancio | El cigarrero de Huacho | Capricho de limeña | La trenza de sus cabellos | Un reo de inquisición | Por una misa | De asta y rejón | El latín de una limeña | Los argumentos del corregidor | Un escudo de armas | Un camarón | Santiago «Volador» | Sabio como Chavarría | La niña del antojo | La llorona del Viernes Santo | ¡A nadar, peces! | Un capítulo de frailes | Conversión de un libertino | Más malo que Calleja | El Rey del Monte | Dónde y cómo el diablo perdió el poncho | Johán de la Coba | Tras la tragedia el sainete","Tercera de las diez series de tradiciones que Ricardo Palma publicó entre 1872 y 1910. Tinta y Datos edita por separado las tres primeras, que son las disponibles en la fuente.","Edición propia Tinta y Datos: 45 capítulos, 1650 párrafos."
269,Literatura,La Madre Naturaleza,Emilia Pardo Bazán,1887,España,Novela,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/la-madre-naturaleza-tinta-y-datos.pdf,,True,si,Capítulo 1 | Capítulo 2 | Capítulo 3 | Capítulo 4 | Capítulo 5 | Capítulo 6 | Capítulo 7 | Capítulo 8 | Capítulo 9 | Capítulo 10 | Capítulo 11 | Capítulo 12 | Capítulo 13 | Capítulo 14 | Capítulo 15 | Capítulo 16 | Capítulo 17 | Capítulo 18 | Capítulo 1 | Capítulo 2 | Capítulo 3 | Capítulo 4 | Capítulo 5 | Capítulo 6 | Capítulo 7 | Capítulo 8 | Capítulo 9 | Capítulo 10 | Capítulo 11 | Capítulo 12 | Capítulo 13 | Capítulo 14 | Capítulo 15 | Capítulo 16 | Capítulo 17 | Capítulo 18,,"Edición propia Tinta y Datos: 36 capítulos, 1394 párrafos."
270,Literatura,La Quimera,Emilia Pardo Bazán,1905,España,Novela,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/la-quimera-tinta-y-datos.pdf,,True,si,Prólogo | La muerte de la quimera | I. Alborada | II. Madrid | III. París | IV. Intermedio artístico | V. París | VI. Alborada,,"Edición propia Tinta y Datos: 8 capítulos, 2554 párrafos."
268,Literatura,La Tribuna,Emilia Pardo Bazán,1883,España,Novela,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/la-tribuna-tinta-y-datos.pdf,,True,si,"Prólogo | I. Barquillos | II. Padre y madre | III. Pueblo de su nacimiento | IV. Que los tenga muy felices | V. Villancico de Reyes | VI. Cigarros puros | VII. Preludios | VIII. La chica vale un Perú | IX. La Gloriosa | X. Estudios históricos y políticos | XI. Pitillos | XII. Aquel animal | XIII. Tirias y troyanas | XIV. Sorbete | XV. Himno de Riego, de Garibaldi. Marsellesa | XVI. Revolución y reacción mano a mano | XVII. Altos impulsos de la heroína | XVIII. Tribuna del pueblo | XIX. La Unión del Norte | XX. Zagal y zagala | XXI. Tabaco picado | XXII. El Carnaval de las cigarreras | XXIII. El tentador | XXIV. El conflicto religioso | XXV. Primera hazaña de la Tribuna | XXVI. Lados flacos | XXVII. Bodas de los pajaritos | XXVIII. Consejera y amiga | XXIX. Un delito | XXX. Dónde vivía la protagonista | XXXI. Palabra de casamiento | XXXII. La Tribuna se forja ilusiones | XXXIII. Las hojas caen | XXXIV. Segunda hazaña de la Tribuna | XXXV. La Tribuna se porta como quien es | XXXVI. Ensayo sobre la literatura dramática revolucionaria | XXXVII. Lucina plebeya | XXXVIII. ¡Por fin llegó!",,"Edición propia Tinta y Datos: 39 capítulos, 1164 párrafos."
271,Literatura,Arroz y Tartana,Vicente Blasco Ibáñez,1894,España,Novela,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/arroz-y-tartana-tinta-y-datos.pdf,,True,si,,,"Edición propia Tinta y Datos: 12 capítulos, 1466 párrafos."
274,Literatura,La Bodega,Vicente Blasco Ibáñez,1905,España,Novela,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/la-bodega-tinta-y-datos.pdf,,True,si,,,"Edición propia Tinta y Datos: 10 capítulos, 1944 párrafos."
273,Literatura,Cañas y Barro,Vicente Blasco Ibáñez,1902,España,Novela,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/canas-y-barro-tinta-y-datos.pdf,,True,si,,,"Edición propia Tinta y Datos: 10 capítulos, 1150 párrafos."
275,Literatura,La Horda,Vicente Blasco Ibáñez,1905,España,Novela,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/la-horda-tinta-y-datos.pdf,,True,si,,,"Edición propia Tinta y Datos: 12 capítulos, 2006 párrafos."
276,Literatura,La Maja Desnuda,Vicente Blasco Ibáñez,1906,España,Novela,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/la-maja-desnuda-tinta-y-datos.pdf,,True,si,,,"Edición propia Tinta y Datos: 16 capítulos, 1610 párrafos."
277,Literatura,Mare Nostrum,Vicente Blasco Ibáñez,1918,España,Novela,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/mare-nostrum-tinta-y-datos.pdf,,True,si,"I. EL CAPITÁN ULISES FERRAGUT | II. MATER ANFITRITA | III. PATER OCEANUS | IV. FREYA | V. EL ACUARIO DE NÁPOLES | VI. LOS ARTIFICIOS DE CIRCE | VII. EL PECADO DE FERRAGUT | VIII. EL JOVEN TELÉMACO | IX. EL ENCUENTRO DE MARSELLA | X. EN BARCELONA | XI. ""ADIÓS. VOY A MORIR"" | XII. ¡ANFITRITA!... ¡ANFITRITA!",,"Edición propia Tinta y Datos: 12 capítulos, 3056 párrafos."
272,Literatura,Entre Naranjos,Vicente Blasco Ibáñez,1900,España,Novela,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/entre-naranjos-tinta-y-datos.pdf,,True,si,,,"Edición propia Tinta y Datos: 16 capítulos, 1448 párrafos."
278,Literatura,El Papa del Mar,Vicente Blasco Ibáñez,1925,España,Novela,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/el-papa-del-mar-tinta-y-datos.pdf,,True,si,"Capítulo 1. El Caballero Tannhauser | Capítulo 2. La Viuda del ""Rey de los Campos"" | Capítulo 3. La Gran Cautividad De Babilonia | Capítulo 4. El Castillo de los Papas | Capítulo 5. El hijo de Micer Petracco | Capítulo 6. El nacimiento del Cisma | Capítulo 1. De cómo el llamado ""Papa de la Luna"" se defendió cuatro años y medio en su palacio de Aviñón, acabando por vencer a los sitiadores | Capítulo 2. Las navegaciones de la flota papal | Capítulo 3. Maestro Vicente | Capítulo 4. Aparece por primera vez el General—Doctor | Capítulo 5. El alba del Protestantismo | Capítulo 1. Yo te hice lo que eres y tu me envías al desierto | Capítulo 2. Donde los cuervos del Concilio entran en el Arca de Noé y se habla de ciertas Hostias doradas, rellenas de miel y de arsénico | Capítulo 3. De cómo la Señora de Pineda, al aburrirse en la Costa Azul, hizo un pequeño rodeo en su camino para volver a París | Capítulo 4. En el arenal donde quemaron al fraile por ""envenenador y nigromante"" | Capítulo 5. ¡Santa Bárbara Bendita!...",,"Edición propia Tinta y Datos: 16 capítulos, 1419 párrafos."
280,Literatura,Amor y Pedagogía,Miguel de Unamuno,1902,España,Novela,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/amor-y-pedagogia-tinta-y-datos.pdf,,True,si,,,"Edición propia Tinta y Datos: 19 capítulos, 1439 párrafos."
281,Literatura,El Espejo de la Muerte,Miguel de Unamuno,1913,España,Cuento,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/el-espejo-de-la-muerte-tinta-y-datos.pdf,,True,si,,,"Edición propia Tinta y Datos: 1 capítulos, 63 párrafos."
279,Literatura,Paz en la Guerra,Miguel de Unamuno,1897,España,Novela,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/paz-en-la-guerra-tinta-y-datos.pdf,,True,si,,,"Edición propia Tinta y Datos: 5 capítulos, 1910 párrafos."
282,Literatura,"San Manuel Bueno, Mártir",Miguel de Unamuno,1931,España,Novela,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/san-manuel-bueno-martir-tinta-y-datos.pdf,,True,si,,,"Edición propia Tinta y Datos: 1 capítulos, 232 párrafos."
286,Literatura,El Canto Errante,Rubén Darío,1907,Nicaragua,Poesía,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/el-canto-errante-tinta-y-datos.pdf,,True,si,"Dedicatoria | I | II | III | IV | V | VI | Metempsicosis | A Colón | Momotombo | Israel | Salutación al Águila | A Francia | Desde la Pampa | Revelación | En elogio del ilustrísimo señor obispo de Córdoba, fray Mamerto Esquiú, O. M. | Visión | Dream | Versos de otoño | Sum... | La bailarina de los pies desnudos | La canción de los pinos | Vesper | En una primera página | Eheu! | La hembra del pavo real | Hondas | A un pintor | Preludio | Nocturno | Caso | Epístola | A Remy de Gourmont | Eco y yo | Balada en honor de las musas de carne y hueso | Agencia... | Flirt | Campoamor | Esquela a Charles de Soussens | Helda | A una novia | Soneto | Querida de artista | Tant mieux... | Lírica | Danza elefantina | Interrogaciones | Los piratas",,"Edición propia Tinta y Datos: 51 poemas, 1608 versos."
285,Literatura,Peregrinaciones,Rubén Darío,1901,Nicaragua,Memoria/Crónica,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/peregrinaciones-tinta-y-datos.pdf,,True,si,,,"Edición propia Tinta y Datos: 2 capítulos, 545 párrafos."
284,Literatura,Prosas Profanas,Rubén Darío,1896,Nicaragua,Poesía,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/prosas-profanas-tinta-y-datos.pdf,,True,si,"Dedicatoria | Era un aire suave... | Divagación | Sonatina | Blasón | Del campo | Alaba los ojos negros de Julia | Canción de Carnaval | Para una cubana | Para la misma | Bouquet | El faisán | Garçonnière | El país del sol | Margarita | Mía | Dice Mía | Heraldos | Ite, missa est | El poeta pregunta por Stella | Pórtico | Elogio de la seguidilla | El cisne | La página blanca | Año nuevo | Sinfonía en gris mayor | La Dea | Epitalamio bárbaro | Responso | Canto de la sangre | I. Friso | II. Palimpsesto | El reino interior | Dezir | Otro dezir | Lay | Canción | Que el amor no admite cuerdas reflexiones | Loor | Copla esparça | La espiga | La fuente | Palabras de la satiresa | La anciana | Ama tu ritmo... | A los poetas risueños | La hoja de oro | Marina | Syrinx / Dafne | La gitanilla | A Maestre Gonzalo de Berceo | Alma mía | Yo persigo una forma...",,"Edición propia Tinta y Datos: 60 poemas, 2088 versos."
283,Literatura,Los Raros,Rubén Darío,1896,Nicaragua,Ensayo,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/los-raros-tinta-y-datos.pdf,,True,si,PROLOGO | EL ARTE EN SILENCIO | EDGAR ALLAN POE | LECONTE DE LISLE | PAUL VERLAINE | EL CONDE MATÍAS AUGUSTO DE VILLIERS DE L’ISLE ADAM | LEON BLOY | JEAN RICHEPIN | JEAN MOREAS | RACHILDE | GEORGE D’ESPARBÉS | AUGUSTO DE ARMAS | LAURENT TAILHADE | FRA DOMENICO CAVALCA | EDUARDO DUBUS | TEODORO HANNON | EL CONDE DE LAUTRÉAMONT | PAUL ADAM | MAX NORDAU | IBSEN | JOSÉ MARTÍ | EUGENIO DE CASTRO,,"Edición propia Tinta y Datos: 22 capítulos, 1123 párrafos."
287,Literatura,Su Único Hijo,"Leopoldo Alas ""Clarín""",1891,España,Novela,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/su-unico-hijo-tinta-y-datos.pdf,,True,si,,,"Edición propia Tinta y Datos: 16 capítulos, 1162 párrafos."
289,Literatura,Dos Mujeres,Gertrudis Gómez de Avellaneda,1842,Cuba,Novela,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/dos-mujeres-tinta-y-datos.pdf,,True,si,,,"Edición propia Tinta y Datos: 34 capítulos, 1770 párrafos."
288,Literatura,Sab,Gertrudis Gómez de Avellaneda,1841,Cuba,Novela,,Dominio público,"textos.info (edición de Edu Robsy, marcada como dominio público)",https://archivos.tintaydatos.com/ediciones/sab-tinta-y-datos.pdf,,True,si,Capítulo I | Capítulo II | Capítulo III | Capítulo IV | Capítulo V | Capítulo VI | Capítulo VII | Capítulo VIII | Capítulo IX | Capítulo X | Capítulo XI | Capítulo I | Capítulo II | Capítulo III | Capítulo IV | Capítulo V,"Primera novela antiesclavista en lengua española, anterior a «La cabaña del tío Tom».","Edición propia Tinta y Datos: 18 capítulos, 1036 párrafos."
